;Place of interest;City;Place address;lat_start;long_start;Type of place;Start;id;BiciMAD station;light;number;Station location;activate;no_available;total_bases;dock_bikes;free_bases;reservations_count;geometry_type;geometry_coordinates;long_finish;lat_finish;final;Distance
926;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);140;Sor Ángela de la Cruz;2;156;Calle Sor Ángela de la Cruz nº 2;1;0;24;13;11;0;Point;[-3.691533, 40.4592351];-3.691533;40.4592351;POINT (4503901.449217341 -411224.1810679014);5931.14668574705
991;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);205;Parque Berlín;0;197;Avenida de Concha Espina nº 34;1;0;24;7;17;0;Point;[-3.6780555, 40.4515833];-3.6780555;40.4515833;POINT (4503049.65473769 -409720.7646285503);5973.121923301579
923;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);137;Castellana 164;1;157;Paseo de la Castellana nº 164;1;0;24;19;5;0;Point;[-3.6894151, 40.4591366];-3.6894151;40.4591366;POINT (4503890.484247498 -410987.9276074668);6015.802546476243
1012;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);226;Camino Vinateros;0;218;Calle Camino de los Vinateros nº 28;1;0;24;3;20;0;Point;[-3.65779, 40.41053];-3.65779;40.41053;POINT (4498479.622286306 -407460.1888912669);6040.5126045800935
1001;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);215;Remonta;0;207;Calle Azucenas nº 1;1;0;18;2;15;0;Point;[-3.6973333, 40.4630277];-3.6973333;40.4630277;POINT (4504323.639518123 -411871.2121165185);6120.000100919579
924;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);138;Alberto Alcocer;2;158;Avenida de Alberto Alcocer nº 22;1;0;24;10;11;0;Point;[-3.684715, 40.4585318];-3.684715;40.4585318;POINT (4503823.158219466 -410463.6296565536);6194.183914744792
1044;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);259;Corazón de María;0;251;Calle Santa Hortensia nº 31;1;0;24;6;16;0;Point;[-3.66683, 40.44421];-3.66683;40.44421;POINT (4502228.862736222 -408468.5763648925);6308.170589252097
1036;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);250;Avenida Bruselas;0;242;Avenida Bruselas nº 56;1;0;24;5;15;0;Point;[-3.66301, 40.43865];-3.66301;40.43865;POINT (4501609.926367412 -408042.4644864241);6319.542740258501
982;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);196;Puente de Ventas;0;188;Avenida de Daroca nº 2;1;0;27;7;19;0;Point;[-3.6590555, 40.4311944];-3.6590555;40.4311944;POINT (4500779.972771854 -407601.3513700205);6351.981617345794
1034;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);248;Avenida Brasilia;2;240;Avenida de Brasilia frente al nº 9;1;0;24;13;10;0;Point;[-3.66096, 40.43666];-3.66096;40.43666;POINT (4501388.400580734 -407813.792631515);6412.709790611284
1027;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);241;Marqués de Corbera 12;2;233;Avenida Marqués de Corbera nº 12;1;0;24;8;16;0;Point;[-3.6555552857442697, 40.422962108947424];-3.6555552857442697;40.422962108947424;POINT (4499863.558323819 -407210.9141479103);6452.0680656018685
958;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);172;Colombia;0;160;Calle Colombia nº 7;1;0;24;2;20;1;Point;[-3.6763439, 40.4572466];-3.6763439;40.4572466;POINT (4503680.090409898 -409529.8371102056);6586.889985991917
1048;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);263;López Pozas;2;255;Calle General López Pozas nº 2;1;0;24;7;15;0;Point;[-3.68514, 40.46361];-3.68514;40.46361;POINT (4504388.460857612 -410511.0384549898);6671.24799280673
1003;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);217;Plaza de Castilla 2;1;209;Paseo Castellana (Fundación Canal);1;0;24;18;4;0;Point;[-3.6887722, 40.4656779];-3.6887722;40.4656779;POINT (4504618.658432623 -410916.2117031645);6711.634007700193
1014;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);228;Plaza del Encuentro;2;220;Calle Arroyo de las Pilillas nº 6;1;0;24;12;11;0;Point;[-3.65122, 40.40617];-3.65122;40.40617;POINT (4497994.269306446 -406727.329599779);6786.769970065307
1002;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);216;Plaza de Castilla;2;208;Paseo de la Castellana nº 216;1;0;24;11;12;0;Point;[-3.6886388, 40.4663611];-3.6886388;40.4663611;POINT (4504694.711908733 -410901.3308547352);6787.571309658154
1047;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);262;Pío XII;2;254;Avenida Pío XII nº 3;1;0;24;11;12;0;Point;[-3.67712, 40.46041];-3.67712;40.46041;POINT (4504032.238487074 -409616.4103570179);6821.482653162863
983;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);197;Avenida Donostiarra;2;189;Calle Virgen de la Alegría nº 18;1;0;24;13;11;0;Point;[-3.6554918, 40.4351256];-3.6554918;40.4351256;POINT (4501217.591954061 -407203.8325390252);6888.310252291315
1028;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);242;Marqués de Corbera 52;2;234;Avenida Marqués de Corbera nº 52;1;0;24;14;9;0;Point;[-3.651034981803642, 40.426207143200884];-3.651034981803642;40.426207143200884;POINT (4500224.793884521 -406706.6915793895);7028.24673255961
1025;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);239;Derechos Humanos;2;231;Calle Derechos Humanos nº 12;1;0;24;9;15;0;Point;[-3.6557656204708775, 40.43965673033275];-3.6557656204708775;40.43965673033275;POINT (4501721.99507542 -407234.376241853);7080.764788024334
1008;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);222;Condesa de Venadito;2;214;Calle Condesa de Venadito nº 2;1;0;24;13;10;0;Point;[-3.65741, 40.44315];-3.65741;40.44315;POINT (4502110.864075982 -407417.8011451731);7112.522916358418
1013;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);227;Marroquina;2;219;Calle Camino de los Vinateros nº 108;1;0;24;10;13;0;Point;[-3.646697, 40.408264];-3.646697;40.408264;POINT (4498227.372320169 -406222.8087328799);7280.310110428248
1026;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);240;José María Pereda;2;232;Calle José María de Pereda nº 1;1;0;24;11;11;0;Point;[-3.6485306152875148, 40.43272086245887];-3.6485306152875148;40.43272086245887;POINT (4500949.897795491 -406427.3401920618);7510.431007692518
1045;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);260;Chamartín;2;252;Calle Rodríguez Jaén nº 40;1;0;24;7;15;0;Point;[-3.68391, 40.4716];-3.68391;40.4716;POINT (4505277.903589051 -410373.8318768776);7532.930490591753
1041;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);256;Torre Cepsa;2;248;Calle Sinesio Delgado nº 2;1;0;24;14;9;0;Point;[-3.68797, 40.47435];-3.68797;40.47435;POINT (4505584.032188732 -410826.7258551974);7642.504131335898
1023;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);237;C.D. Concepción;0;229;Calle Jose del Hierro nº 5;1;0;24;3;20;0;Point;[-3.64835857929032, 40.43715089959262];-3.64835857929032;40.43715089959262;POINT (4501443.047273415 -406408.1503400223);7707.94468215417
1024;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);238;Carlota O’Neill;0;230;Calle Carlota O'Neill nº 32;1;0;24;1;22;0;Point;[-3.648958444298144, 40.44370542379883];-3.648958444298144;40.44370542379883;POINT (4502172.693570442 -406475.0626355441);7962.732503619163
1009;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);223;Gutierre de Cetina;1;215;Calle Gutierre de Cetina nº 77;1;0;24;18;5;0;Point;[-3.640994, 40.429706];-3.640994;40.429706;POINT (4500614.284841758 -405586.6676448087);8211.160592220713
1042;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);257;Manuel Caldeiro;2;249;Paseo de la Castellana nº 298;1;0;24;16;7;0;Point;[-3.68532, 40.47938];-3.68532;40.47938;POINT (4506143.969227422 -410531.1174823334);8270.871856121468
1011;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);225;Pedro Rico;2;217;Calle Pedro Rico nº 4;1;0;24;13;10;0;Point;[-3.688463, 40.481086];-3.688463;40.481086;POINT (4506333.880278716 -410881.7202647889);8331.640106960418
1015;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);229;Pavones;2;221;Calle Hacienda de Pavones nº 342;1;0;24;8;14;0;Point;[-3.634587, 40.400368];-3.634587;40.400368;POINT (4497348.393620864 -404872.003688147);8695.289718743697
